Price,Close,High,Low,Open,Volume
Ticker,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
Date,,,,,
2014-06-02,440.23828125,442.4230987988892,423.4053667188389,430.0094316047565,1053434
2014-06-03,433.5845642089844,442.5224043906807,429.95977952999056,440.41208101444687,1398392
2014-06-04,427.7501525878906,433.4852608017417,425.5405137538289,433.03835665757464,648828
2014-06-05,431.35015869140625,433.68393442856063,423.5543688194177,428.1722474356887,1744216
2014-06-06,448.25750732421875,450.91401989181526,429.86045922178846,433.33628591940084,3567790
2014-06-09,446.9913024902344,455.283637645532,445.07957969467634,451.8078110792111,1556162
2014-06-10,446.941650390625,448.87819454734506,437.70589435119985,448.25751120311475,862066
2014-06-11,461.0684509277344,463.77463661387685,447.90996284393594,448.85341373493094,2243052
2014-06-12,463.62567138671875,466.7539096131906,455.8298819413925,463.1291246743643,1075832
2014-06-13,455.3085021972656,471.47109120567245,453.967820047168,464.24634278884236,1153816
2014-06-16,462.01190185546875,463.2780899305736,449.42442431475024,456.87262511749253,1121548
2014-06-17,465.3883972167969,467.6476786532607,452.8754142444053,460.7953402157242,1251594
2014-06-18,476.8089599609375,482.6185623061235,469.236622924328,469.236622924328,3217954
2014-06-19,458.6353759765625,478.1496554123658,456.3512429505718,477.5289720314127,1388252
2014-06-20,462.1856994628906,467.747029011437,456.8974948667505,459.80228117260157,759834
2014-06-23,444.43414306640625,459.8022703673682,441.206589332726,459.30572363910966,1627748
2014-06-24,436.51422119140625,446.8672387664583,433.5349407911278,445.65069320831645,3410834
2014-06-25,438.82318115234375,444.2603740127075,434.8756285108847,444.2603740127075,1045646
2014-06-26,429.8604736328125,441.8520579575093,425.2177439184154,438.94727195698647,2234066
2014-06-27,430.0093994140625,433.4852259682177,424.646701649012,431.9955860164369,943996
2014-06-30,438.72381591796875,439.9403613532749,427.3280634761816,427.3280634761816,866664
2014-07-01,439.1211242675781,441.3804363182793,436.8370212465293,439.7418077305598,647908
2014-07-02,443.4906921386719,445.40238478901307,438.50037361549136,440.4617391193458,673588
